run_id,qubits,workload,family,strategy,marked_states,zfp_mode,zfp_precision,chunk_states,cache_slots,nthreads,exit_code,time_sec,max_memory_mb,measured_state,stdout_path,stderr_path,profile_path,command,accuracy_kind,bitwise_equal,max_abs_amplitude_error,max_abs_component_error,rel_l2,rmse_amplitude,max_abs_probability_error,total_probability_diff,worst_state
q23_grover_lazy_single_n8_dense,23,grover_lazy_single_n8,grover_lazy,dense,1048576,,,,,,0,0.000000,44.902000,1048576,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q23_grover_lazy_single_n8_dense.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q23_grover_lazy_single_n8_dense.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q23_grover_lazy_single_n8_dense.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/groverLazy 23 1048576 --strategy dense,reference,true,0,0,0,0,0,0,0
q23_grover_lazy_single_n8_blosc,23,grover_lazy_single_n8,grover_lazy,blosc,1048576,,,32768,8,4,0,0.000000,6.914000,1048576,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q23_grover_lazy_single_n8_blosc.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q23_grover_lazy_single_n8_blosc.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q23_grover_lazy_single_n8_blosc.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/groverLazy 23 1048576 --strategy blosc --chunk-states 32768 --cache-slots 8 --clevel 1 --nthreads 4,lossless,true,0,0,0,0,0,0,0
q23_grover_lazy_single_n8_zfp,23,grover_lazy_single_n8,grover_lazy,zfp,1048576,FixedPrecision,40,32768,8,4,0,1.000000,54.930000,1048576,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q23_grover_lazy_single_n8_zfp.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q23_grover_lazy_single_n8_zfp.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q23_grover_lazy_single_n8_zfp.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/groverLazy 23 1048576 --strategy zfp --zfp-mode precision --zfp-precision 40 --zfp-chunk-states 32768 --zfp-cache-slots 8 --nthreads 4,lossy,false,1.7088351001218884e-11,1.5001811127882212e-11,3.8952394802400534e-11,1.3448975836616924e-14,5.8741900232917033e-12,5.8739679786867782e-12,1048832
q23_grover_lazy_single_n2_dense,23,grover_lazy_single_n2,grover_lazy,dense,4194304,,,,,,0,0.000000,42.914000,4194304,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q23_grover_lazy_single_n2_dense.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q23_grover_lazy_single_n2_dense.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q23_grover_lazy_single_n2_dense.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/groverLazy 23 4194304 --strategy dense,reference,true,0,0,0,0,0,0,0
q23_grover_lazy_single_n2_blosc,23,grover_lazy_single_n2,grover_lazy,blosc,4194304,,,32768,8,4,0,0.000000,6.891000,4194304,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q23_grover_lazy_single_n2_blosc.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q23_grover_lazy_single_n2_blosc.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q23_grover_lazy_single_n2_blosc.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/groverLazy 23 4194304 --strategy blosc --chunk-states 32768 --cache-slots 8 --clevel 1 --nthreads 4,lossless,true,0,0,0,0,0,0,0
q23_grover_lazy_single_n2_zfp,23,grover_lazy_single_n2,grover_lazy,zfp,4194304,FixedPrecision,40,32768,8,4,0,1.000000,54.656000,4194304,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q23_grover_lazy_single_n2_zfp.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q23_grover_lazy_single_n2_zfp.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q23_grover_lazy_single_n2_zfp.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/groverLazy 23 4194304 --strategy zfp --zfp-mode precision --zfp-precision 40 --zfp-chunk-states 32768 --zfp-cache-slots 8 --nthreads 4,lossy,false,1.7088351001218884e-11,1.5001811127882212e-11,3.8952394807084852e-11,1.3448975837199637e-14,5.8741900232917033e-12,5.8735238894769282e-12,4194560
q23_grover_lazy_single_7n8_dense,23,grover_lazy_single_7n8,grover_lazy,dense,7340032,,,,,,0,0.000000,44.637000,7340032,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q23_grover_lazy_single_7n8_dense.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q23_grover_lazy_single_7n8_dense.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q23_grover_lazy_single_7n8_dense.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/groverLazy 23 7340032 --strategy dense,reference,true,0,0,0,0,0,0,0
q23_grover_lazy_single_7n8_blosc,23,grover_lazy_single_7n8,grover_lazy,blosc,7340032,,,32768,8,4,0,0.000000,7.027000,7340032,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q23_grover_lazy_single_7n8_blosc.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q23_grover_lazy_single_7n8_blosc.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q23_grover_lazy_single_7n8_blosc.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/groverLazy 23 7340032 --strategy blosc --chunk-states 32768 --cache-slots 8 --clevel 1 --nthreads 4,lossless,true,0,0,0,0,0,0,0
q23_grover_lazy_single_7n8_zfp,23,grover_lazy_single_7n8,grover_lazy,zfp,7340032,FixedPrecision,40,32768,8,4,0,1.000000,54.781000,7340032,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q23_grover_lazy_single_7n8_zfp.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q23_grover_lazy_single_7n8_zfp.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q23_grover_lazy_single_7n8_zfp.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/groverLazy 23 7340032 --strategy zfp --zfp-mode precision --zfp-precision 40 --zfp-chunk-states 32768 --zfp-cache-slots 8 --nthreads 4,lossy,false,1.7088351001218884e-11,1.5001811127882212e-11,3.8952394811311557e-11,1.3448975837624352e-14,5.8741900232917033e-12,5.8730798002670781e-12,7340288
q23_grover_lazy_multi_dense,23,grover_lazy_multi,grover_lazy,dense,"1048576,4194304,7340032",,,,,,0,0.000000,48.551000,7340032,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q23_grover_lazy_multi_dense.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q23_grover_lazy_multi_dense.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q23_grover_lazy_multi_dense.csv,"/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/groverLazy 23 1048576,4194304,7340032 --strategy dense",reference,true,0,0,0,0,0,0,0
q23_grover_lazy_multi_blosc,23,grover_lazy_multi,grover_lazy,blosc,"1048576,4194304,7340032",,,32768,8,4,0,0.000000,6.977000,7340032,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q23_grover_lazy_multi_blosc.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q23_grover_lazy_multi_blosc.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q23_grover_lazy_multi_blosc.csv,"/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/groverLazy 23 1048576,4194304,7340032 --strategy blosc --chunk-states 32768 --cache-slots 8 --clevel 1 --nthreads 4",lossless,true,0,0,0,0,0,0,0
q23_grover_lazy_multi_zfp,23,grover_lazy_multi,grover_lazy,zfp,"1048576,4194304,7340032",FixedPrecision,40,32768,8,4,0,1.000000,55.062000,4194304,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q23_grover_lazy_multi_zfp.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q23_grover_lazy_multi_zfp.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q23_grover_lazy_multi_zfp.csv,"/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/groverLazy 23 1048576,4194304,7340032 --strategy zfp --zfp-mode precision --zfp-precision 40 --zfp-chunk-states 32768 --zfp-cache-slots 8 --nthreads 4",lossy,false,1.294648218197476e-11,1.2500686255864459e-11,4.7313137650278898e-11,1.6335664293648311e-14,5.6305515805377127e-12,1.6891377185856982e-11,1048960
q24_qft_pattern_dense,24,qft_pattern,qft,dense,,,,,,,0,3.001000,292.297000,7340032,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q24_qft_pattern_dense.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q24_qft_pattern_dense.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q24_qft_pattern_dense.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/qftG 24 --input-family pattern --strategy dense,reference,true,0,0,0,0,0,0,0
q24_qft_pattern_blosc,24,qft_pattern,qft,blosc,,,,32768,8,4,0,8.002000,111.719000,7340032,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q24_qft_pattern_blosc.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q24_qft_pattern_blosc.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q24_qft_pattern_blosc.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/qftG 24 --input-family pattern --strategy blosc --chunk-states 32768 --cache-slots 8 --clevel 1 --nthreads 4,lossless,true,0,0,0,0,0,0,0
q24_qft_pattern_zfp,24,qft_pattern,qft,zfp,,FixedPrecision,40,32768,8,4,0,13.004000,62.293000,10485760,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q24_qft_pattern_zfp.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q24_qft_pattern_zfp.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q24_qft_pattern_zfp.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/qftG 24 --input-family pattern --strategy zfp --zfp-mode precision --zfp-precision 40 --zfp-chunk-states 32768 --zfp-cache-slots 8 --nthreads 4,lossy,false,3.7857887661870836e-11,3.4901859180536121e-11,1.3339409701206802e-10,3.2566918215836856e-14,1.9151513708237644e-11,4.8517634354539041e-11,7405568
q24_qft_high_entropy_dense,24,qft_high_entropy,qft,dense,,,,,,,0,4.002000,516.305000,2859625,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q24_qft_high_entropy_dense.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q24_qft_high_entropy_dense.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q24_qft_high_entropy_dense.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/qftG 24 --input-family random-phase --strategy dense,reference,true,0,0,0,0,0,0,0
q24_qft_high_entropy_blosc,24,qft_high_entropy,qft,blosc,,,,32768,8,4,0,36.013000,529.789000,5282423,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q24_qft_high_entropy_blosc.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q24_qft_high_entropy_blosc.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q24_qft_high_entropy_blosc.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/qftG 24 --input-family random-phase --strategy blosc --chunk-states 32768 --cache-slots 8 --clevel 1 --nthreads 4,lossless,true,0,0,0,0,0,0,0
q24_qft_high_entropy_zfp,24,qft_high_entropy,qft,zfp,,FixedPrecision,40,32768,8,4,0,372.120000,423.359000,3442181,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q24_qft_high_entropy_zfp.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q24_qft_high_entropy_zfp.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q24_qft_high_entropy_zfp.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/qftG 24 --input-family random-phase --strategy zfp --zfp-mode precision --zfp-precision 40 --zfp-chunk-states 32768 --zfp-cache-slots 8 --nthreads 4,lossy,false,3.7881629914936849e-11,3.3172479628647278e-11,3.1712096682648401e-10,7.7422111041626465e-14,2.0677890850216646e-14,7.7715611723760958e-14,8421377
q24_grover_single_n8_dense,24,grover_single_n8,grover,dense,2097152,,,,,,0,63.034000,260.527000,2097152,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q24_grover_single_n8_dense.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q24_grover_single_n8_dense.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q24_grover_single_n8_dense.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/grover 24 2097152 --strategy dense,reference,true,0,0,0,0,0,0,0
q24_grover_single_n8_blosc,24,grover_single_n8,grover,blosc,2097152,,,32768,8,4,0,232.059000,12.762000,2097152,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q24_grover_single_n8_blosc.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q24_grover_single_n8_blosc.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q24_grover_single_n8_blosc.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/grover 24 2097152 --strategy blosc --chunk-states 32768 --cache-slots 8 --clevel 1 --nthreads 4,lossless,true,0,0,0,0,0,0,0
q24_grover_single_n8_zfp,24,grover_single_n8,grover,zfp,2097152,FixedPrecision,40,32768,8,4,0,1997.721000,110.488000,2097152,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q24_grover_single_n8_zfp.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q24_grover_single_n8_zfp.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q24_grover_single_n8_zfp.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/grover 24 2097152 --strategy zfp --zfp-mode precision --zfp-precision 40 --zfp-chunk-states 32768 --zfp-cache-slots 8 --nthreads 4,lossy,false,2.57701745539809e-09,2.4315340851899236e-09,3.183349327591446e-09,7.7718489453022693e-13,1.7072327995748537e-09,1.6521233270339053e-09,2097152
q24_grover_single_n2_dense,24,grover_single_n2,grover,dense,8388608,,,,,,0,62.032000,260.559000,8388608,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q24_grover_single_n2_dense.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q24_grover_single_n2_dense.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q24_grover_single_n2_dense.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/grover 24 8388608 --strategy dense,reference,true,0,0,0,0,0,0,0
q24_grover_single_n2_blosc,24,grover_single_n2,grover,blosc,8388608,,,32768,8,4,0,232.058000,12.777000,8388608,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q24_grover_single_n2_blosc.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q24_grover_single_n2_blosc.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q24_grover_single_n2_blosc.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/grover 24 8388608 --strategy blosc --chunk-states 32768 --cache-slots 8 --clevel 1 --nthreads 4,lossless,true,0,0,0,0,0,0,0
q24_grover_single_n2_zfp,24,grover_single_n2,grover,zfp,8388608,FixedPrecision,40,32768,8,4,0,1995.707000,110.492000,8388608,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q24_grover_single_n2_zfp.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q24_grover_single_n2_zfp.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q24_grover_single_n2_zfp.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/grover 24 8388608 --strategy zfp --zfp-mode precision --zfp-precision 40 --zfp-chunk-states 32768 --zfp-cache-slots 8 --nthreads 4,lossy,false,2.57701745539809e-09,2.4315340851899236e-09,3.1833493275013912e-09,7.7718489446593211e-13,1.7072327995748537e-09,1.6520109724638132e-09,8388608
q24_grover_single_7n8_dense,24,grover_single_7n8,grover,dense,14680064,,,,,,0,62.034000,260.574000,14680064,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q24_grover_single_7n8_dense.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q24_grover_single_7n8_dense.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q24_grover_single_7n8_dense.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/grover 24 14680064 --strategy dense,reference,true,0,0,0,0,0,0,0
q24_grover_single_7n8_blosc,24,grover_single_7n8,grover,blosc,14680064,,,32768,8,4,0,231.057000,12.805000,14680064,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q24_grover_single_7n8_blosc.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q24_grover_single_7n8_blosc.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q24_grover_single_7n8_blosc.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/grover 24 14680064 --strategy blosc --chunk-states 32768 --cache-slots 8 --clevel 1 --nthreads 4,lossless,true,0,0,0,0,0,0,0
q24_grover_single_7n8_zfp,24,grover_single_7n8,grover,zfp,14680064,FixedPrecision,40,32768,8,4,0,1996.716000,110.531000,14680064,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q24_grover_single_7n8_zfp.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q24_grover_single_7n8_zfp.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q24_grover_single_7n8_zfp.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/grover 24 14680064 --strategy zfp --zfp-mode precision --zfp-precision 40 --zfp-chunk-states 32768 --zfp-cache-slots 8 --nthreads 4,lossy,false,2.57701745539809e-09,2.4315340851899236e-09,3.183349327459315e-09,7.7718489441335091e-13,1.7072327995748537e-09,1.6518986178937212e-09,14680064
q24_grover_multi_dense,24,grover_multi,grover,dense,"2097152,8388608,14680064",,,,,,0,36.018000,260.699000,2097152,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q24_grover_multi_dense.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q24_grover_multi_dense.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q24_grover_multi_dense.csv,"/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/grover 24 2097152,8388608,14680064 --strategy dense",reference,true,0,0,0,0,0,0,0
q24_grover_multi_blosc,24,grover_multi,grover,blosc,"2097152,8388608,14680064",,,32768,8,4,0,136.033000,12.855000,2097152,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q24_grover_multi_blosc.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q24_grover_multi_blosc.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q24_grover_multi_blosc.csv,"/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/grover 24 2097152,8388608,14680064 --strategy blosc --chunk-states 32768 --cache-slots 8 --clevel 1 --nthreads 4",lossless,true,0,0,0,0,0,0,0
q24_grover_multi_zfp,24,grover_multi,grover,zfp,"2097152,8388608,14680064",FixedPrecision,40,32768,8,4,0,1155.407000,110.785000,14680064,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q24_grover_multi_zfp.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q24_grover_multi_zfp.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q24_grover_multi_zfp.csv,"/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/grover 24 2097152,8388608,14680064 --strategy zfp --zfp-mode precision --zfp-precision 40 --zfp-chunk-states 32768 --zfp-cache-slots 8 --nthreads 4",lossy,false,9.9099108105186371e-10,9.3587004812434316e-10,2.1331381861961946e-09,5.2078568997519609e-13,3.763164779790884e-10,1.226667545317639e-09,2097152
q24_grover_lazy_single_n8_dense,24,grover_lazy_single_n8,grover_lazy,dense,2097152,,,,,,0,0.000000,37.887000,2097152,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q24_grover_lazy_single_n8_dense.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q24_grover_lazy_single_n8_dense.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q24_grover_lazy_single_n8_dense.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/groverLazy 24 2097152 --strategy dense,reference,true,0,0,0,0,0,0,0
q24_grover_lazy_single_n8_blosc,24,grover_lazy_single_n8,grover_lazy,blosc,2097152,,,32768,8,4,0,1.000000,12.266000,2097152,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q24_grover_lazy_single_n8_blosc.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q24_grover_lazy_single_n8_blosc.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q24_grover_lazy_single_n8_blosc.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/groverLazy 24 2097152 --strategy blosc --chunk-states 32768 --cache-slots 8 --clevel 1 --nthreads 4,lossless,true,0,0,0,0,0,0,0
q24_grover_lazy_single_n8_zfp,24,grover_lazy_single_n8,grover_lazy,zfp,2097152,FixedPrecision,40,32768,8,4,0,3.001000,110.789000,2097152,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q24_grover_lazy_single_n8_zfp.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q24_grover_lazy_single_n8_zfp.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q24_grover_lazy_single_n8_zfp.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/groverLazy 24 2097152 --strategy zfp --zfp-mode precision --zfp-precision 40 --zfp-chunk-states 32768 --zfp-cache-slots 8 --nthreads 4,lossy,false,3.3461335255116674e-11,3.3193887518911671e-11,5.7512647541244095e-11,1.40411737179076e-14,8.4443563252989406e-12,8.1721296396608523e-12,2097152
q24_grover_lazy_single_n2_dense,24,grover_lazy_single_n2,grover_lazy,dense,8388608,,,,,,0,0.000000,44.910000,8388608,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q24_grover_lazy_single_n2_dense.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q24_grover_lazy_single_n2_dense.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q24_grover_lazy_single_n2_dense.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/groverLazy 24 8388608 --strategy dense,reference,true,0,0,0,0,0,0,0
q24_grover_lazy_single_n2_blosc,24,grover_lazy_single_n2,grover_lazy,blosc,8388608,,,32768,8,4,0,1.000000,12.215000,8388608,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q24_grover_lazy_single_n2_blosc.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q24_grover_lazy_single_n2_blosc.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q24_grover_lazy_single_n2_blosc.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/groverLazy 24 8388608 --strategy blosc --chunk-states 32768 --cache-slots 8 --clevel 1 --nthreads 4,lossless,true,0,0,0,0,0,0,0
q24_grover_lazy_single_n2_zfp,24,grover_lazy_single_n2,grover_lazy,zfp,8388608,FixedPrecision,40,32768,8,4,0,3.001000,110.691000,8388608,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q24_grover_lazy_single_n2_zfp.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q24_grover_lazy_single_n2_zfp.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q24_grover_lazy_single_n2_zfp.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/groverLazy 24 8388608 --strategy zfp --zfp-mode precision --zfp-precision 40 --zfp-chunk-states 32768 --zfp-cache-slots 8 --nthreads 4,lossy,false,3.3461335255116674e-11,3.3193887518911671e-11,5.7512647545326031e-11,1.4041173718139785e-14,8.4443563252989406e-12,8.1727957734756274e-12,8388608
